"";"classe 1";"classe 2";"classe 3"
"interativo";11,038;-0,878;-6,242
"intenção";9,605;-1,55;-3,741
"indígena";-6,735;2,708;0,951
"evidência";2,112;-8,778;2,673
"emergência";0,391;0,698;-2,407
"discursivo";-10,627;6,825;0,412
"direcionar";11,038;-7,34;-0,366
"crime";-0,37;0,031;0,204
"coronavírus";4,749;-0,627;-2,101
"consumo";-5,37;24,36;-8,025
"conhecido";-8,823;15,501;-1,162
"complexidade";-1,375;1,635;-0,017
"capacidade";0,115;0,324;-0,931
"bibliografia";-8,823;12,208;-0,366
"aplicado";-2,252;-9,357;23,515
"al";6,89;-5,697;-0,046
"adaptar";17,819;-3,324;-6,242
"acreditar";21,816;-5,136;-6,242
"acercar";-6,355;-0,003;7,341
"urgente";0,087;1,612;-2,778
"universo";-1,312;3,391;-0,579
"universitário";-0,187;-8,778;13,109
"só";9,605;-1,55;-3,741
"sonho";4,434;0,135;-6,816
"sempre";1,586;-2,885;0,239
"rápido";-0,337;2,178;-0,931
"resultar";0,002;4,614;-5,459
"regular";8,69;-0,73;-4,805
"referido";-0,337;0,013;0,239
"recuperação";-3,845;-1,55;11,53
"paradigma";-1,083;5,677;-2,101
"pandêmico";20,063;-6,788;-3,741
"organizar";-5,86;-0,114;8,475
"opinião";-8,299;10,821;-0,231
"natural";-0,577;0;0,647
"município";0,477;0,901;-3,035
"mecanismo";-2,252;8,044;-2,101
"escopo";-10,627;-0,409;16,951
"eficácia";6,965;-4,631;-0,231
"doutorado";-7,776;-8,778;37,244
"doença";5,74;0,084;-8,025
"disponibilizar";-2,165;-2,714;10,956
"destinar";6,965;-1,55;-2,101
"destaque";-2,252;17,611;-8,428
"corpo";-3,845;5,677;-0,231
"associar";-2,981;8,156;-1,52
"associado";6,965;-0,627;-3,741
"artístico";-10,627;1,485;4,543
"argumento";-5,37;-0,031;6,906
"anterior";-4,169;8,981;-1,106
"acompanhar";-1,083;0,324;0,239
"acessível";3,703;-0,031;-3,385
"turma";18,326;-8,778;-1,805
"sugerir";0,261;-2,461;1,296
"seguida";-1,708;-0,065;2,72
"scielo";-9,026;-7,048;36,014
"prevenção";3,703;-0,031;-3,385
"predeterminado";-6,363;0,889;2,72
"origem";-7,776;4,614;0,412
"motivar";9,662;-5,697;-0,524
"latino";-7,776;9,469;-0,123
"justiça";-3,463;7,007;-0,754
"jornal";-10,627;9,469;0,021
"introdução";-0,187;6,825;-5,459
"interagir";8,22;-0,031;-8,025
"ii";2,749;-2,055;-0,046
"idoso";-0,202;-0,019;0,383
"fotografia";-9,026;0,135;7,682
"filme";-10,627;19,99;-1,805
"exploração";-7,254;0,224;5,437
"exercício";0,261;4,614;-8,025
"escolha";-4,884;0;5,437
"crescimento";-4,403;6,889;-0,353
"continuidade";2,112;-0,031;-1,805
"conter";-0,816;-0,409;2,673
"configurar";-1,89;4,614;-0,718
"conexão";-1,545;-2,055;8,072
"computador";0,002;0,084;-0,123
"branco";-7,96;25,764;-6,011
"analítico";-1,89;-1,219;6,906
"alto";-1,78;4,528;-0,754
"aliado";18,326;-4,135;-5,459
"ético";-0,076;8,156;-7,622
"volume";-5,7;-0,975;12,742
"via";-1,221;2,708;-0,353
"valorização";4,586;0;-5,069
"urbano";-9,026;-0,409;14,809
"tics";1,899;0,444;-4,681
"the";-6,216;-0,019;7,682
"território";-2,566;0,444;0,951
"terra";0,328;0,759;-2,354
"tentativa";-0,577;3,62;-1,52
"significado";-1,312;0,348;0,332
"resistência";0,777;2,708;-7,219
"reflexivo";16,608;-2,055;-7,622
"questionar";-1,545;11,106;-5,069
"questionamento";6,89;-0,916;-3,035
"quantitativo";-9,559;-10,567;45,291
"problematizar";-4,884;0,901;1,725
"parceria";1,943;-3,66;0,332
"mobilizar";-2,981;8,156;-1,52
"legal";-3,929;3,53;0,006
"intervenção";4,586;-8,2;0,647
"gráfico";-9,026;0,135;7,682
"geográfico";-2,566;1,336;0,204
"formar";-0,076;0;0,087
"finalidade";4,586;-2,055;-0,524
"estrangeiro";8,289;-6,476;-0,098
"epistemologia";-6,735;0,444;4,087
"ead";18,053;-5,906;-3,53
"diversidade";-0,577;0,224;0,087
"diferença";-7,254;14,509;-1,52
"democrático";-4,403;21,006;-7,219
"defender";-4,403;2,708;0,204
"critério";-1,221;-1,67;6,475
"contemplar";-1,545;-2,055;8,072
"consequentemente";4,586;0,224;-7,622
"atualmente";-2,981;5,661;-0,524
"américa";-8,493;4,528;0,634
"americano";-7,254;8,156;-0,046
"afirmar";9,662;-2,055;-3,035
"ética";-0,37;4,559;-2,691
"xx";-6,735;25,733;-7,219
"vídeo";3,515;-0,644;-1,248
"reunir";-4,403;-1,67;12,895
"recorte";-6,735;4,559;0,204
"proteção";0,004;3,53;-4,295
"pilar";8,227;-3,175;-1,248
"participativo";2,543;-0,409;-0,992
"mente";13,608;-3,112;-4,002
"manifestação";-9,559;12,989;-0,353
"influenciar";1,899;0,444;-4,681
"híbrido";14,912;-5,159;-2,691
"freire";0,06;-4,103;3,631
"fomentar";0,777;1,336;-4,681
"expansão";3,515;-0,644;-1,248
"epistemológico";-4,403;0,444;2,245
"diário";3,515;-7,623;0,951
"difusão";-0,012;-5,159;6,475
"decorrente";-1,221;12,989;-7,219
"cumprir";-2,559;7,202;-1,398
"consciente";-2,165;15,162;-6,816
"conflito";-4,676;14,39;-3,152
"componente";-0,093;-1,228;2,266
"aumentar";0,777;-3,175;0,951
"artista";-6,216;5,677;0,006
"tão";0,842;0,592;-3,2
"trabalhador";-5,7;7,007;-0,098
"tese";-6,216;-7,048;29,843
"tanger";0,06;0,003;-0,098
"sustentável";0,972;0,619;-3,53
"setor";0,328;-0,019;-0,21
"seleção";-9,026;-2,714;24,252
"relativo";-6,216;0,135;4,988
"relatar";0,328;-9,977;7,682
"registrar";-5,7;2,588;0,634
"reconhecer";-0,922;0,759;0,006
"produtivo";-3,929;-0,409;7,682
"preparar";26,747;-7,048;-6,816
"orientação";-0,417;-1,844;4,542
"operar";2,543;0,135;-4,295
"multimídia";19,883;-4,103;-6,413
"moral";-3,463;17,679;-6,413
"marco";-3,929;5,677;-0,21
"ler";-2,165;0,759;0,383
"josé";-1,277;0,107;0,706
"jornada";-0,006;0,221;-0,176
"janeiro";-3,463;7,007;-0,754
"inúmero";17,22;-4,627;-4,295
"implementar";17,22;-7,048;-2,354
"gamificação";32,293;-9,977;-6,816
"funcionar";9,783;-1,308;-4,295
"força";-6,216;15,162;-2,354
"forte";-2,197;0,221;1,12
"fortalecer";4,434;0,135;-6,816
"exclusão";-0,609;3,437;-1,343
"espécie";-3,005;8,592;-1,706
"emprego";-0,006;1,351;-1,343
"decisão";-1,78;4,528;-0,754
"crucial";2,543;-0,019;-2,354
"criatividade";4,104;-0,833;-1,343
"consumidor";-7,96;25,764;-6,011
"claro";4,434;-1,308;-0,992
"caber";9,783;-2,714;-2,354
"biblioteconomia";-2,165;-7,048;19,241
"baixo";0,597;1,187;-3,911
"auxílio";6,847;-9,977;0,383
"ator";0,004;1,891;-2,354
"apreender";11,758;-5,271;-1,343
"andreia";17,062;-5,271;-3,601
"ancoragem";32,293;-9,977;-6,816
"alternativo";-0,763;0,014;0,631
"agora";-0,922;5,677;-2,354
"vincular";-5,187;0,063;4,542
"vilão";15,163;-4,684;-3,2
"valer";-3,005;-1,844;10,738
"surgimento";-5,187;3,456;0,17
"sociocultural";-3,005;12,023;-3,53
"sistemático";-1,78;-4,103;12,742
"prova";-0,853;-0,033;1,358
"profundo";-0,652;7,007;-3,911
"objetivação";30,386;-9,388;-6,413
"negro";-3,005;8,592;-1,706
"moço";15,163;-4,684;-3,2
"monitoramento";0,06;-6,476;6,053
"licenciatura";19,883;-6,476;-3,911
"lado";-3,463;7,007;-0,754
"incorporar";5,534;-0,219;-3,911
"imposto";5,788;-0,486;-3,2
"implicar";-0,652;2,588;-0,754
"ganhar";-5,7;4,528;0,058
"fundamentar";-0,079;-0,219;0,634
"focar";0,06;-4,103;3,631
"figura";-5,187;8,592;-0,538
"estrutural";-1,78;4,528;-0,754
"esperar";1,688;0,003;-2,025
"escrito";-8,493;-0,975;17,011
"divulgar";-1,78;-4,103;12,742
"distanciamento";19,883;-4,103;-6,413
"desinformação";-5,187;16,029;-3,53
"desempenhar";2,34;0,619;-6,011
"descrição";-5,7;-6,476;27,393
"definição";-8,493;0,003;9,09
"convidar";-1,728;-2,047;8,488
"contemporaneidade";-0,079;2,588;-2,025
"carvalho";-0,004;-3,512;4,285
"capacitação";24,857;-6,476;-6,413
"atualização";0,972;0,063;-1,706
"antigo";-8,493;0,325;6,053
"adotado";5,534;-4,103;-0,098
"xix";-7,427;24,041;-5,609
"visualização";-3,666;-7,034;23,527
"viabilizar";22,971;-5,906;-6,011
"título";-5,187;0,619;2,428
"troca";0,972;0,619;-3,53
"tratado";6,85;-1,844;-1,706
"sujeitar";-7,96;20,609;-3,53
"santana";0,212;-0,208;0
"reforçar";0,212;-1,538;0,706
"reflexo";-3,005;1,75;0,17
"reconhecimento";-3,005;0,063;2,428
"racial";-1,415;5,737;-1,706
"provocar";0,008;2,477;-3,152
"propósito";0,195;0,063;-0,538
"preciso";-1,415;0,063;0,971
"potencializar";4,299;0,063;-6,011
"ponte";-1,277;7,182;-2,8
"planeta";-0,763;8,981;-5,207
"pautar";-1,415;-0,082;2,428
"particular";-4,676;4,531;0
"panorama";-7,96;-0,082;10,738
"norteador";6,85;-0,675;-3,53
"mão";4,299;-1,844;-0,538
"mapear";-2,125;-2,59;10,594
"mapeamento";-7,427;-8,21;35,191
"logo";6,85;-1,844;-1,706
"investimento";9,993;-0,675;-6,011
"interface";-4,676;-0,008;5,64
"identificado";-1,075;1,038;0
"hipótese";0,087;-1,068;0,631
"herança";-4,169;8,981;-1,106
"guerra";-3,666;2,379;0,136
"extensão";-0,417;-1,844;4,542
"explicar";-5,187;0,063;4,542
"executar";-1,277;3,594;-0,698
"equitativo";8,103;-1,538;-2,8
"entendimento";-0,01;-0,675;0,971
"efetivo";0,972;-1,844;0,17
"discordar";-0,01;-0,675;0,971
"digitalizar";-5,187;-0,082;7,312
"determinar";2,34;-3,587;0,17
"determinado";-7,96;8,592;-0,026
"coleção";-0,417;-5,906;10,738
"chegar";-1,075;0,215;0,355
"campus";0,842;-4,684;1,812
"bahia";-0,417;-0,082;0,971
"avançado";1,053;-1,228;0,011
"aumento";-0,417;0,619;-0,026
"articulação";-1,277;3,594;-0,698
"apropriação";-2,559;10,488;-3,152
"and";-6,363;-4,215;23,527
"acessibilidade";6,92;-4,774;-0,19
"transmitir";-0,004;2,29;-2,399
"sustentar";-2,559;2,477;0
"sofrer";-4,676;14,39;-3,152
"socialização";8,43;-1,442;-3,152
"significativamente";6,92;-2,59;-1,106
"repercussão";-1,075;0,215;0,355
"racismo";-4,169;12,764;-2,778
"postagem";-5,831;3,391;0,332
"posição";-5,831;9,567;-0,579
"planejar";2,734;-1,055;-0,415
"participar";-0,224;1,038;-0,348
"orientar";-0,084;-2,59;4,099
"objetivar";-2,559;1,038;0,355
"norte";-6,895;22,318;-5,207
"máquina";-6,363;4,586;0,136
"musical";-2,559;4,531;-0,348
"moran";4,564;-0,613;-1,999
"moda";-6,363;2,379;1,018
"mental";3,16;-1,442;-0,348
"manter";-0,763;8,981;-5,207
"lúdico";6,92;-2,59;-1,106
"investigativo";-0,084;-4,774;6,968
"intuito";-1,075;0,215;0,355
"inspirar";5,479;-0,417;-3,152
"inclusive";-0,224;-5,338;8,807
"imprescindível";12,016;-5,338;-1,398
"graça";3,16;0,215;-5,609
"filósofo";-7,427;18,907;-3,152
"filológico";-6,895;-7,622;32,669
"filologia";-6,363;-7,034;30,148
"extremo";-3,177;5,569;-0,415
"existência";0,087;3,405;-5,207
"europeu";-7,427;4,531;0,355
"estúdio";-6,895;3,405;0,631
"equipamento";14,431;-4,774;-2,778
"enfrentamento";1,476;0,215;-3,152
"encontro";-4,676;1,038;1,414
"embasar";-0,471;-2,926;6,503
"elucidar";-4,169;-0,209;6,968
"docência";1,476;-8,21;3,175
"difícil";-3,177;5,569;-0,415
"desafiar";12,016;-1,442;-5,609
"dedicar";-7,427;0,215;5,64
"costa";1,429;-0,613;-0,179
"compensar";-0,853;0,444;0,068
"cognitivo";0,425;1,038;-3,152
"ciberespaço";0,008;0,215;-0,348
"cercar";-3,177;2,29;0,068
"casa";-3,666;0,889;1,018
"capes";-2,125;-7,622;20,118
"banco";-5,831;-0,001;6,666
"associação";-2,125;-2,59;10,594
"armazenamento";-2,678;2,301;0,011
"apoiar";-2,559;1,038;0,355
"aparelho";-6,363;7,511;-0,074
"analisado";-4,676;4,531;0
"africano";-4,676;14,39;-3,152
"afeto";-3,666;11,155;-2,408
"único";-0,261;6,087;-4,404
"voltado";14,431;-4,774;-2,778
"vivo";-0,471;1,149;-0,179
"visualizar";4,189;-4,774;0,032
"verdadeiramente";-2,647;-0,613;6,503
"valorizar";-2,125;5,862;-1,106
"valioso";14,431;-4,774;-2,778
"traçar";-4,169;8,981;-1,106
"trabalhista";-4,169;5,862;-0,19
"total";-5,831;0,348;3,66
"tecnologias_da_informação_e_comunicação";7,574;-2,34;-1,599
"simultaneamente";-0,261;6,087;-4,404
"significar";0,576;-0,438;-0,009
"sequência";-0,008;-0,73;1,018
"reforma";-2,197;3,437;-0,176
"re";0,015;1,478;-2,045
"razão";-6,895;8,981;-0,19
"quadro";-0,609;0,221;0,102
"privado";-0,763;1,612;-0,19
"poético";-6,895;12,764;-1,106
"notável";19,209;-7,622;-2,778
"ministério";-0,471;-0,613;2,431
"metodologicamente";-2,125;-7,622;20,118
"matemático";24,67;-7,622;-5,207
"marcar";-4,169;12,764;-2,778
"manutenção";-2,125;1,612;0,032
"manuscrito";-5,3;-1,228;13,023
"limite";-2,125;12,764;-5,207
"lembrar";-0,471;1,149;-0,179
"instagram";-4,169;8,981;-1,106
"impresso";-6,895;3,405;0,631
"hd";-6,895;-2,59;20,118
"facebook";-6,895;3,405;0,631
"excluir";14,431;-4,774;-2,778
"estética";-4,169;8,981;-1,106
"estabelecimento";-3,169;6,087;-0,579
"especialista";-2,125;1,612;0,032
"envolvente";19,209;-4,774;-5,207
"entretenimento";-6,895;22,318;-5,207
"emergencial";24,67;-7,622;-5,207
"economia";-0,763;8,981;-5,207
"dialogar";-0,763;0,481;0,032
"diagnóstico";0,772;-0,209;-0,19
"desafiador";19,209;-4,774;-5,207
"depois";-4,169;3,405;0,032
"democracia";-4,169;17,209;-5,207
"custo";-0,261;-0,001;0,332
"curar";-5,831;1,478;1,549
"controlar";-2,125;3,405;-0,19
"contextualizar";0,087;-2,59;1,986
"conectividade";-3,666;11,155;-2,408
"conduta";4,104;-0,049;-3,601
"comumente";4,189;-4,774;0,032
"combinação";-0,008;-4,215;5,242
"combinar";0,267;-2,113;1,018
"classe";-0,008;0,118;-0,074
"canal";-6,895;0,481;4,099
"bncc";-6,363;-7,034;30,148
"autoridade";-0,763;3,405;-1,106
"autonomia";0,772;0,014;-1,106
"atualizar";1,264;0,118;-2,408
"atingir";0,087;0,014;-0,19
"articular";-4,169;8,981;-1,106
"apontado";10,335;-2,59;-2,778
"amostra";-6,363;-4,215;23,527
"ajudar";-0,763;-0,209;1,986
"agir";0,772;1,612;-5,207
"adequação";6,92;-2,59;-1,106
"vírus";12,644;-7,034;-0,831
"vantagem";0,13;2,301;-4,002
"tributário";-1,728;2,259;-0,049
"transição";1,053;-1,228;0,011
"teatro";-3,169;-6,446;21,047
"sustentabilidade";-3,169;9,567;-2,045
"substituir";17,336;-4,215;-4,805
"sociologia";-6,363;0,118;5,242
"sertão";-3,177;10,283;-2,399
"semelhante";-1,708;0,889;0,136
"science";-4,238;-4,684;20,079
"rural";-2,678;12,149;-4,002
"ribeiro";-1,587;-0,016;2,141
"revolução";-0,489;4,586;-2,408
"recuperar";-6,363;-2,113;17,726
"ramo";0,421;-0,243;-0,024
"raciocínio";17,336;-7,034;-2,408
"qualificação";17,336;-4,215;-4,805
"proveniente";-3,666;-2,113;12,745
"propriedade";-6,363;15,516;-2,408
"progresso";0,576;1,478;-4,404
"processamento";-4,769;-0,833;10,728
"portal";-6,363;-4,215;23,527
"pereira";-2,117;-2,34;10,029
"pauta";-0,163;-0,243;0,905
"ordem";-0,942;0,741;0,011
"nortear";-1,708;0,889;0,136
"mãe";8,69;-0,73;-4,805
"mudar";-0,008;2,379;-2,408
"modernidade";-3,169;13,829;-4,404
"mina";-1,708;0,118;1,018
"militar";-5,831;18,875;-4,404
"menos";-6,363;7,511;-0,074
"menor";-3,169;9,567;-2,045
"lógico";17,336;-4,215;-4,805
"interferir";-0,261;6,087;-4,404
"integral";5,476;-0,73;-2,408
"instrucional";20,864;-6,446;-4,404
"inspiração";5,476;-2,113;-0,831
"insights";22,767;-7,034;-4,805
"informática";3,001;-0,065;-2,408
"influenciador";-2,678;8,005;-1,688
"incorporação";0,576;-0,438;-0,009
"impulsionar";0,267;0,889;-2,408
"igreja";-4,769;-2,574;16,115
"horizonte";-3,666;-0,73;8,584
"historiográfico";-6,363;0,118;5,242
"historiografia";-0,489;0,889;-0,074
"hds";-0,093;0,741;-0,358
"governo";-5,831;9,567;-0,579
"ghemat";-6,363;-7,034;30,148
"gerenciamento";-3,169;-0,438;6,666
"fronteira";-1,312;0,348;0,332
"fortaleza";-1,277;0,107;0,706
"filho";-3,169;3,391;-0,009
"feminino";-5,831;9,567;-0,579
"fechado";9,14;-5,859;-0,358
"farmacêutico";5,788;-0,486;-3,2
"europeana";-6,363;-7,034;30,148
"estético";-6,363;20,596;-4,805
"estimulante";22,767;-7,034;-4,805
"esforço";-0,489;0,889;-0,074
"escala";-3,169;1,478;0,332
"erar";15,468;-6,446;-2,045
"equipa";1,264;-4,215;1,018
"equidade";20,864;-6,446;-4,404
"doméstico";-0,489;4,586;-2,408
"distribuição";-3,666;7,511;-0,831
"dissertação";-6,363;-7,034;30,148
"diretor";-5,831;-0,001;6,666
"direto";-0,261;1,478;-0,579
"diretamente";-0,008;0,889;-0,831
"diferenciado";12,644;-2,113;-4,805
"denominar";-1,708;0,118;1,018
"demais";-1,708;2,379;-0,074
"dedutivo";-3,666;-0,73;8,584
"debater";-1,708;11,155;-4,805
"cooperação";-1,312;-1,657;6,666
"configuração";-1,708;7,511;-2,408
"comunitário";-6,363;0,889;2,72
"compromisso";-3,666;0,118;2,72
"comprometido";17,336;-4,215;-4,805
"completo";-3,666;-0,065;5,242
"complementar";3,001;-0,065;-2,408
"coletado";-3,666;-0,73;8,584
"coisa";12,644;-4,215;-2,408
"clássico";-6,363;7,511;-0,074
"capitalista";-6,363;20,596;-4,805
"atrativo";22,767;-7,034;-4,805
"amp";-4,769;-2,574;16,115
"advento";-3,666;7,511;-0,831
"acarretar";12,644;-2,113;-4,805
"x0d";0,842;-2,047;0,316
"turismo";-5,831;6,087;-0,009
"transdisciplinar";-1,312;-3,66;10,566
"temporal";-3,169;9,567;-2,045
"tecnologias_educacionais";10,878;-6,446;-0,579
"supervisionar";20,864;-6,446;-4,404
"sucesso";-0,261;1,478;-0,579
"sites";-3,169;-0,438;6,666
"simbólico";-5,831;13,829;-2,045
"seção";-5,3;-1,228;13,023
"resolução";1,943;0,348;-4,404
"requerer";1,943;-0,001;-2,045
"reduzir";0,015;0,348;-0,579
"recorrente";-5,831;6,087;-0,009
"querer";-5,3;8,005;-0,358
"quase";-5,831;1,478;1,549
"psicológico";-0,942;0,042;0,647
"próximo";-5,831;1,478;1,549
"propagação";-3,169;13,829;-4,404
"policial";-1,728;0,592;0,316
"pinheiro";-0,002;-1,754;2,141
"pergunta";-3,169;-0,001;3,66
"pedra";-4,769;6,48;-0,176
"passo";-2,678;8,005;-1,688
"partida";-3,169;-0,001;3,66
"oficial";-5,831;-0,438;10,566
"normativo";-1,312;6,087;-2,045
"morte";-4,769;15,435;-3,601
"mau";-0,002;1,144;-1,199
"machado";-1,587;-0,016;2,141
"luta";-2,678;12,149;-4,002
"livre";-1,312;-1,657;6,666
"levantar";-5,831;9,567;-0,579
"lançar";-1,312;6,087;-2,045
"intenso";-1,312;6,087;-2,045
"inovar";20,864;-6,446;-4,404
"incerto";15,468;-3,66;-4,404
"imediato";-5,3;17,155;-4,002
"idade";0,576;-0,438;-0,009
"gomes";-0,002;-1,754;2,141
"fruto";-0,261;-0,438;1,549
"estímulo";5,679;-1,754;-1,199
"estratégico";0,576;1,478;-4,404
"estilo";-0,261;3,391;-2,045
"espírito";-2,197;10,479;-3,601
"especializar";-3,169;0,348;1,549
"escolher";-3,169;1,478;0,332
"entendido";-1,312;9,567;-4,404
"engajado";13,608;-3,112;-4,002
"empregar";-0,261;-0,438;1,549
"dividir";-1,312;-0,001;1,549
"devidamente";0,065;0,021;-0,179
"departamento";-5,831;-3,66;21,047
"deixar";-3,169;9,567;-2,045
"convergência";-1,312;-0,001;1,549
"contextualização";-5,831;-3,66;21,047
"consolidação";10,878;-1,657;-4,404
"conceituação";7,094;-1,657;-2,045
"comparar";-4,769;3,437;0,102
"circunstância";20,864;-6,446;-4,404
"circulação";-3,169;1,478;0,332
"cibernético";-0,942;-0,204;2,266
"ci";-2,678;-0,204;4,868
"chamar";-1,312;1,478;-0,009
"capitalismo";-5,831;13,829;-2,045
"autônomo";0,015;-0,001;-0,009
"autoral";-5,3;8,005;-0,358
"atendimento";10,878;-3,66;-2,045
"argumentar";-3,169;9,567;-2,045
"aproveitar";5,679;-1,754;-1,199
"aprofundar";-3,169;6,087;-0,579
"aprimoramento";0,576;-0,438;-0,009
"anteriormente";7,094;-0,438;-4,404
"anotar";-1,587;-0,016;2,141
"alcance";0,015;0,348;-0,579
"adaptado";1,366;-0,016;-1,199
"abrangente";0,576;-0,001;-0,579
"útil";-2,678;0,741;0,647
"água";-0,112;-0,208;0,706
"vítima";-2,197;10,479;-3,601
"videogame";0,13;-1,228;0,647
"velocidade";-5,3;2,301;0,647
"treinamento";1,754;-2,574;0,102
"solo";-0,325;0,001;0,316
"socioeconômico";0,13;2,301;-4,002
"sociabilidade";-5,3;17,155;-4,002
"situar";1,053;-1,228;0,011
"site";-5,3;-3,112;18,575
"semiótica";-5,3;0,042;4,868
"rua";-4,769;3,437;0,102
"romance";-5,3;17,155;-4,002
"revisar";-0,942;0,741;0,011
"regional";-5,3;8,005;-0,358
"psicologia";-0,609;-0,049;1,12
"primário";-0,006;-0,049;0,102
"previamente";9,14;-5,859;-0,358
"prever";-2,678;2,301;0,011
"preservar";-5,3;8,005;-0,358
"preocupação";-0,093;0,042;0,011
"prazo";1,053;0,042;-1,688
"prazer";9,14;-1,228;-4,002
"particularidade";0,13;-3,112;2,266
"par";0,13;-1,228;0,647
"org";-0,002;-1,754;2,141
"ordenamento";-5,3;12,149;-1,688
"operação";-0,942;8,005;-4,002
"nação";-2,678;12,149;-4,002
"máximo";13,608;-3,112;-4,002
"moldar";13,608;-3,112;-4,002
"mineração";-4,238;-2,047;13,669
"lacuna";-0,942;8,005;-4,002
"interpretativo";-5,3;0,741;2,266
"inteligência_artificial";-0,093;4,723;-4,002
"informar";-0,093;4,723;-4,002
"indexar";-3,707;-4,098;17,564
"fundamento";-0,942;0,042;0,647
"fundamentado";9,14;-3,112;-1,688
"funcional";0,388;1,351;-3,601
"fotográfico";-5,3;-3,112;18,575
"formulação";-1,728;8,822;-3,2
"faculdade";-5,3;-0,204;8,454
"face";-0,093;2,301;-1,688
"experimentar";1,053;0,042;-1,688
"evoluir";1,053;-0,204;-0,358
"evitar";1,053;0,741;-4,002
"etc";-2,678;-0,204;4,868
"estruturado";-0,093;-1,228;2,266
"especializado";-0,609;-0,049;1,12
"espanha";-4,238;-4,684;20,079
"escritor";-4,769;0,221;3,23
"erro";-5,3;0,741;2,266
"edm";-3,707;-4,098;17,564
"editor";-4,769;-2,574;16,115
"edificação";-2,197;-0,833;6,433
"doutor";-2,678;-1,228;8,454
"distinto";-5,3;12,149;-1,688
"dificultar";13,608;-5,859;-1,688
"desmotivação";18,963;-5,859;-4,002
"desmistificar";18,963;-5,859;-4,002
"deficiência";-4,769;15,435;-3,601
"curadoria";-0,942;-0,204;2,266
"coordenador";13,608;-5,859;-1,688
"constantemente";9,14;-1,228;-4,002
"cobertura";-5,3;-3,112;18,575
"climático";-2,197;1,351;0,102
"classificação";-5,3;-0,204;8,454
"cientista";-5,3;4,723;0,011
"cibercultura";-0,093;2,301;-1,688
"beneficiar";0,13;0,741;-1,688
"barreira";2,863;-1,228;-0,358
"ausência";0,13;2,301;-4,002
"atribuir";-5,3;8,005;-0,358
"ato";-2,197;6,48;-1,343
"atentar";0,13;-3,112;2,266
"assistir";-0,942;0,741;0,011
"articulado";-0,942;-3,112;8,454
"arqueologia";-1,728;0,001;1,812
"argentino";-5,3;0,741;2,266
"aproximar";-2,678;12,149;-4,002
"analógico";-2,678;0,042;2,266
"amplamente";0,03;0,001;-0,049
"amigo";13,608;-3,112;-4,002
"amazona";9,14;-5,859;-0,358
"agência";-2,678;2,301;0,011
"afetar";-2,678;12,149;-4,002
"advir";-2,678;4,723;-0,358
"adverso";7,439;-0,833;-3,601
"administração";0,13;-1,228;0,647
"ênfase";0,388;-0,049;-0,176
"vigente";-0,006;3,437;-3,601
"vertente";-1,728;-4,684;13,669
"vasto";-0,006;-5,271;6,433
"variável";-0,609;0,221;0,102
"unicamp";-3,177;-3,512;15,052
"símbolo";-4,769;6,48;-0,176
"status";17,062;-5,271;-3,601
"seguro";4,104;-0,833;-1,343
"respectivamente";-0,609;-0,049;1,12
"reprodução";-2,197;6,48;-1,343
"reino";-4,769;15,435;-3,601
"referenciar";-4,769;1,351;1,12
"recepção";-4,769;6,48;-0,176
"receber";-0,006;3,437;-3,601
"raça";-4,238;5,003;-0,049
"quo";17,062;-5,271;-3,601
"pubmed";-3,707;-4,098;17,564
"práxis";1,754;-2,574;0,102
"promissor";17,062;-5,271;-3,601
"produtor";-1,728;8,822;-3,2
"problematização";-0,609;-5,271;10,728
"praticar";-2,197;3,437;-0,176
"popularização";-0,006;1,351;-1,343
"personalidade";-2,197;1,351;0,102
"permear";-0,609;6,48;-3,601
"performance";-4,769;10,479;-1,343
"peculiar";11,758;-2,574;-3,601
"parâmetro";-4,769;3,437;0,102
"parecer";-2,197;6,48;-1,343
"palestra";-0,006;0,221;-0,176
"ocupar";-4,769;10,479;-1,343
"núcleo";-0,853;-1,055;4,285
"nota";-0,609;-0,049;1,12
"norma";-4,769;15,435;-3,601
"necessariamente";4,104;-0,833;-1,343
"móvel";1,754;0,221;-3,601
"médico";7,439;-5,271;-0,176
"midiática";-0,006;3,437;-3,601
"março";-0,006;1,351;-1,343
"majoritariamente";17,062;-5,271;-3,601
"lima";-3,707;0,107;2,815
"jornalístico";-4,238;0,592;1,812
"introduzir";-0,609;-0,833;3,23
"instrução";4,104;-0,049;-3,601
"instrumental";17,062;-5,271;-3,601
"imagético";-1,277;-1,538;6,328
"igualmente";-2,197;1,351;0,102
"ideologia";-4,769;10,479;-1,343
"ideal";-2,197;10,479;-3,601
"hora";-0,325;-2,047;4,536
"harmônico";11,758;-2,574;-3,601
"governamental";-0,325;2,259;-1,01
"garantia";1,754;0,221;-3,601
"fácil";-0,006;1,351;-1,343
"funcionamento";-2,197;1,351;0,102
"formal";0,03;0,592;-1,01
"ficção";-1,728;8,822;-3,2
"farmácia";4,208;-1,538;-0,698
"fala";-2,197;10,479;-3,601
"externo";-0,112;-1,538;2,815
"expressar";-0,609;6,48;-3,601
"experimentação";-2,197;1,351;0,102
"estatal";-1,728;0,001;1,812
"espanhol";-4,238;2,259;0,316
"entusiasmo";17,062;-5,271;-3,601
"entrevistado";1,754;-0,833;-0,176
"encontrado";-4,769;6,48;-0,176
"empresarial";-1,728;2,259;-0,049
"emoção";-4,769;15,435;-3,601
